0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.182809 0.02071082 0.6647162 -0.23146683 1.8827442 -0.12061596 0.52215177 -0.94483423 -0.32354665 -0.04648116 -0.4031175 0.22007443 -0.5166829 -0.95635283 1.0199208 -0.4286426 -0.48520082 0.869447 0.20595644 0.14828564 0.33291903 0.64328974 -0.33197215 0.0701652 0.9427458 -0.4694499 0.06997759 -0.33542445 -0.68098354 0.09099883 -1.4317528 0.8701716 -0.50075155 1.9592253 -0.7003307 0.16037114 0.72091997 0.33388224 0.23788571 0.03121781 0.2975528 0.711759 -0.16976483 -0.32717484 -0.8343989 -0.19903684 -0.25596765 -0.4631981 -0.07987235 -0.10525322 -0.37219128 -1.019172 1.2045423 -0.67645055 -0.42798954 -0.8224886 0.39041033 -0.27972162 0.6241011 -1.3388709 -0.4511898 0.8166164 0.14433691 -0.64244246 -1.3500146 0.0515136 0.8440706 -0.36586595 -0.63215405 0.96267354 -0.08072633 0.25333425 1.3751361 1.2463143 -0.44897604 0.48267275 0.15867028 -0.31536293 0.5174442 -0.52577937 1.065208 1.2298251 0.8097184 0.18716729 0.6117206 -1.092492 -0.26509255 0.12688045 -0.69020665 1.1614951 -0.28291187 -0.24076992 0.01235377 0.32484055 -0.8376898 1.1316403 -0.21010825 -1.1952996 -0.0356882 -0.10851473 0.5096962 0.59113514 -0.8831508 0.41931581 1.881192 -0.32673436 -0.9056526 0.28373843 1.1351647 -0.8416563 -0.8934148 -0.5426357 0.91196334 1.2689904 0.49365342 0.67582536 0.08129696 0.6922041 -1.9663076 0.06860917 0.15893239 0.4504702 -0.38062245 0.6723842 -0.29872814 -0.7867899 0.42169172 0.5177927 0.02872974 -0.5367991 0.09326714 -0.10224687 0.37944564 -0.19126663 -0.9189314 -0.7599522 -0.00411681 -1.6076039 0.68630916 -0.69451016 -0.26120174 0.50486374 0.7911522 -0.15398736 -0.7487002 0.5701099 -0.32686487 0.43586642 -0.65103704 1.2665737 0.45687497 -1.0260429 0.5976389 0.40330297 -0.9150518 0.93409973 -0.30005348 -0.04082064 0.0723304 -0.03077056 -0.13286683 1.0383191 -1.4436585 1.855638 -0.2668794 0.36995804 0.32582763 -0.6605272 0.7379972 -0.80975974 -0.11930557 -0.17141563 -1.5182885 -0.6654521 -0.8122293 1.20287 0.01048837 -0.80787337 -0.6894343 1.0970674 -0.5615693 -0.35545248 0.3998897 -0.93553555 -0.31542847 -0.38745213 -0.07881964 -0.47786105 -0.05027103 -1.0350558 -0.820776 -0.3054764 -0.3862092 -0.06067939 -0.2987303 -0.83331716 -0.9026022 -0.27305552 -0.30377063 0.71532786
